data_publicacao,titulo,link
2023-07-28 07:00:00,Defesa de flamenguista diz que vai pedir revogação de prisão - Metrópoles,https://news.google.com/rss/articles/CBMingFBVV95cUxQRkd5YlRoT1piZDhZa3h2bWxXRHRxQnd2RDBfeXFGMFloeW1QaDllY2ZqTmliVVlRQ3NGdjNGY004QlZGY2xaM0h3SUVvdjktTF9uRURUVUZSdEw4LWZ0S19wanlkYlBqNlJGRDlFY1ZwRmo5TGF4c3JCeWptTzlOZGVCWlV4TnRKVG96eklOWTBuRFdUc0tUZFdpcmJtZw?oc=5
2023-07-25 07:00:00,Reconhecimento facial de estádio levou à prisão de torcedor do Flamengo - Metrópoles,https://news.google.com/rss/articles/CBMirAFBVV95cUxPQWdxTXBsWkJQVjFxMmdSME00SV93S1NRelhBRTNFVUZKWTNNWWdQTzY1X0l3eGw1QWljZVAtTWRNbkRBdXJTYTltM1B0aWtuRC05djlkeVJFMDZJRDU0VlhMdUg5bDM3M25xc2M4MHZnbVJHZmZucC1yMFA3aFFjd0pnWmVSWjFDZWVwZXVoWFdtVWJfWWstcEVLSlBVQUJQMGtiSnZnclBiSV9V?oc=5
2023-04-05 07:00:00,Riscos decorrentes do reconhecimento facial em espaços públicos - Consultor Jurídico,https://news.google.com/rss/articles/CBMisgFBVV95cUxPV1VVempGQVZ1VWtJWjlWUm5uMWI0dkt0M2VmS3NwQzBUNkZyVGZ3NEl6bUUtdHZsakNuR2EzcG9EeFYzMmlGZGJsU2NmdjBYcXM2WnIyMmVZV2pDVng5N1lYTkJrRU1uaEhjYUI1WEthLWRjMWlUTm9jbktuY05DMVNUNGJjNXJlN1c4Ulh3eUhuOHdCMEdDQjNsYXU3dld2M2VwLWs1TW5MNldHZmVuSXp3?oc=5
2023-03-03 08:00:00,Reconhecimento facial: prisões no Carnaval reacendem o debate de uma tecnologia com altas taxas de erros - Revista Afirmativa,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQSGgyVHhucFJPZDRUNld4azFnTXNWbmVEQkc5LVpnaEJSU3FKWTdobjZnamJmVDBOcjREbjgwWUhwa013WThFQ1B6WGw5NVp0UXdWXzlydFhubnJHMkt4Z1BnQkVsbGk0YzBDUWVPa0d1WkJ1YkJ5bDVQeTZOU2RhdGZQQUNranlLOFpRVE42Tk1SbGJtd2ZWZG5uSWlLcE1SdElHeTNYT0NzM01kWVoxWVduVkMzYXJfdnB4V0FURzBGOHVRcmFoclBfVDllWFZoaWZJ?oc=5
2022-12-13 08:00:00,"Reconhecimento facial aprofunda racismo estrutural, dizem pesquisadoras - CNTE-CUT",https://news.google.com/rss/articles/CBMipwFBVV95cUxNeHQ3c0pNcFZYeW54b2NnUExSX1JGal9pbXZVeUJMN0ZHdmtYekRWMWxJeHFZZE1IcHpYUmpNTXp1emludEVsVGlYVkNvNWVPdkZZVFQyMDBiM3RydF9SVGJfUnBMMG1FZDI4Rkg5OGhsV3BOTDNHUENhSThEUXpoNUVZczNzZkNYVFlncUJSLS1qYXFuUzhNbE11R3BrdVRSQ1RVaUhJMA?oc=5
2022-06-28 07:00:00,Projeto de lei pretende vetar uso de reconhecimento facial em espaços públicos de Porto Alegre - GZH,https://news.google.com/rss/articles/CBMilAJBVV95cUxNZVpILTJHcjNrNnNOckpDMXR6STRsLWdlekJOVEdPWUs4bEZjU2VTdENxOTRyZC1FX2RtLVAxMVNPcEt4bTJnR05jeEpjbjdVNDFOY0owMEV6ajJHR2I2TDVGSWozLWJkTG1OUWxoSnZlSGkzSlpIaDdaTHpoLTlZVTEwR1Ffeld4RnJjNktuZ1pfOGdOZXRLb1JZVjZYc2ppUkdMM3pZNmJLR0FIM3ZrQXZzRlRtb29ab0ZvT3Qtd1VEbk1LNkM1T214cXJueW5IaGNQMWJ2VzNqVDVNZ1Q0QWllYjlRdjJHd0JfYlZqUWtMYWhqQnR0MHhBaFRZMzFJSUNPV3hDc3RhN2dLVGYwa0MxT0U?oc=5
2022-01-12 08:00:00,80% das prisões errôneas por reconhecimento facial no RJ são de negros - Agência Brasil,https://news.google.com/rss/articles/CBMi3wFBVV95cUxNWlUtdTd6YzVLRmZZcFNBbzNxeDI3ZzB0eGd2OUgtNXZIcnpxSzlDeEp5VjhkbENnbWhkWThhU3NYY09lRUU0aHFhSnVIQWI5REd2NU0tZkdaVVJNcXp0N2ZKenc1SV9sRzdIN2FidVFCblV6a2ZudEoxc0VsQWVMOV9jNnloOE5sSFRqY0VOMUljbWRBZXBsbzRsZEZ3NUJBTzUtOFBmbm5Pb2hYOENjZTNWT2pFakEzb3RzczZRdTdoZHFiakhDOEVkNHpOeWJ4cF9GOXlKeDJpZy1WZ3N3?oc=5
2022-01-01 08:00:00,Rubens Valente - Peritos alertam para prisões injustas geradas por 'comparações faciais' - UOL Notícias,https://news.google.com/rss/articles/CBMipwFBVV95cUxQWVhFNEVnWEpHUUZFdDdMSjExT290d0o0MEJBOHpTa3Q1TUd1NWRsRWVGdzZWT1FwenBnMmZHcmU0Ri0yLWp4Uy1GRGRfVmlMWExpTks2b2d6bGh6TWJBSE9OQmVweEwwX1hHLWV4YXpPSmtKSlNUcXo1b0ZQdGRUdUdUaUlHdHN6Ykw4ZGdCNGVaWlJrWGVJcS1odlRvcXRpQ3pSS0pRRQ?oc=5
2021-12-15 08:00:00,"'Disseram que eu era traficante', diz pedreiro preso injustamente - R7",https://news.google.com/rss/articles/CBMiqAFBVV95cUxNLVFsWDBTSEY2UFFfdVI5NC1CbFhxWFRBaVNVRTVZeVoteGc2eXlzelllWXNnR09wWUNkaTk0U0NDVnNBa0lxZk1Vd2YyMXhoMXJoWjBjR0J5RFpfTTduZWlUNVB0YVZta1VYUFBkSlpQWkpaaGlUUWt4eHFvaVpaTTkya1NlUTJvckNHbGoxYU4wakE1Q0lRdDVZNGU2TDhUd1g1VHNpV0Q?oc=5
2021-11-18 08:00:00,Prisão indevida após reconhecimento por foto? Adivinhe a cor - mareonline.com.br,https://news.google.com/rss/articles/CBMijwFBVV95cUxPZDBwY2dicUl5T0syY0Vzd1N5aHI2YTIyNUpvTmRzR0VDWEV1U0dkb3FaeEJUQkpZRnhDaE9jVlZid2JfWjhRRVVnVEp1VE1DOUticlZTZkw1OEZaUnlRb3dMV0xJeks0OXNydHN2a3FZRTRyTmp1Xy1ERndkYnNiYl90LWJPN1ByZEVROGMtd9IBjwFBVV95cUxPZDBwY2dicUl5T0syY0Vzd1N5aHI2YTIyNUpvTmRzR0VDWEV1U0dkb3FaeEJUQkpZRnhDaE9jVlZid2JfWjhRRVVnVEp1VE1DOUticlZTZkw1OEZaUnlRb3dMV0xJeks0OXNydHN2a3FZRTRyTmp1Xy1ERndkYnNiYl90LWJPN1ByZEVROGMtdw?oc=5
