titulo,fonte,quantidade_aparicoes,link
COP 16 reconhece papel afrodescendente na conservação da biodiversidade,Alma Preta Jornalismo,1,https://almapreta.com.br/sessao/cotidiano/cop-16-reconhece-papel-afrodescendente-na-conservacao-da-biodiversidade/
Elemento Suspeito: pode o favelado se identificar?,Alma Preta Jornalismo,1,https://almapreta.com.br/sessao/quilombo/elemento-suspeito-pode-o-favelado-se-identificar/
Quilombolas do Vale do Ribeira têm mais acesso a crédito e tecnologia após reconhecimento,G1,1,https://g1.globo.com/economia/agronegocios/globo-rural/noticia/2018/04/quilombolas-do-vale-do-ribeira-tem-mais-acesso-credito-e-tecnologia-apos-reconhecimento.html
Os povos afrodescendentes e o avanço nas ações climáticas,Alma Preta Jornalismo,1,https://almapreta.com.br/sessao/quilombo/os-povos-afrodescendentes-e-o-avanco-nas-acoes-climaticas/
Consciência Negra: conheça 12 autores negros da literatura brasileira,al1.com.br,1,https://al1.com.br/noticias/noticias/179173-consciencia-negra-conheca-12-autores-negros-da-literatura-brasileira
É blackface ou não é? O boi-bumbá na berlinda,Amazônia Real,1,https://amazoniareal.com.br/e-blackface-ou-nao-e-o-boi-bumba-na-berlinda/
13 de maio – Dia Nacional de Denúncia contra o Racismo,Agência Tambor,1,https://agenciatambor.net.br/opiniao/movimento-negro-unificado/
Passageiros relatam bloqueio de cartão do vale-transporte,amazonas atual,1,https://amazonasatual.com.br/passageiros-relatam-bloqueio-de-cartao-do-vale-transporte/
5 filmes sobre consciência negra para assistir na Netflix,agenteviu.com.br,1,https://agenteviu.com.br/5-filmes-sobre-consciencia-negra-netflix/
Suspeito de tráfico de drogas é preso no Elevador Lacerda após ser flagrado por câmera de reconhecimento facial,G1,1,https://g1.globo.com/ba/bahia/noticia/2019/08/01/suspeito-de-trafico-de-drogas-e-preso-no-elevador-lacerda-apos-ser-flagrado-por-camera-de-reconhecimento-facial.ghtml
Fuja dos erros que atrasam a concessão da pensão por morte,Agora São Paulo,1,https://agora.folha.uol.com.br/grana/2021/08/fuja-dos-erros-que-atrasam-a-concessao-da-pensao-por-morte.shtml
Mulheres negras farão marcha em 2025 por ‘Reparação e Bem Viver’,amazonas atual,1,https://amazonasatual.com.br/mulheres-negras-farao-marcha-em-2025-por-reparacao-e-bem-viver/
Moradores do extremo Sul do Amapá buscam reconhecimento de 19 áreas como quilombos,G1,1,https://g1.globo.com/ap/amapa/natureza/amazonia/noticia/2021/08/10/moradores-do-extremo-sul-do-amapa-buscam-reconhecimento-de-19-areas-como-quilombos.ghtml
Homem foragido da justiça é preso em hotel de Ponta Negra,Agora RN,1,https://agorarn.com.br/ultimas/homem-foragido-da-justica-e-preso-em-hotel-de-ponta-negra/
Sistema de reconhecimento facial é testado no embarque do aeroporto de Salvador; cidade é 1ª capital do NE a ter serviço,G1,1,https://g1.globo.com/ba/bahia/noticia/2020/12/17/sistema-de-reconhecimento-facial-e-testado-no-embarque-de-passageiros-no-aeroporto-de-salvador.ghtml
"134 anos após a assinatura da Lei Áurea, ainda há controvérsias sobre o marco histórico",AJN1,1,https://ajn1.com.br/urbano/134-anos-apos-a-assinatura-da-lei-aurea-ainda-ha-controversias-sobre-o-marco-historico/
Entenda quais foram os significados de 'pardo' nos últimos 80 anos e como isso dificultou a identificação racial do Brasil,G1,1,https://g1.globo.com/economia/noticia/2024/01/09/entenda-quais-foram-os-significados-de-pardo-nos-ultimos-80-anos-e-como-isso-dificultou-a-identificacao-racial-do-brasil.ghtml
Dia da Consciência Negra levou 50 anos para ser reconhecido,amazonas atual,1,https://amazonasatual.com.br/dia-da-consciencia-negra-levou-50-anos-para-ser-reconhecido/
"Homem apontado como liderança de grupo especializado em roubar carregamentos é preso na Micareta de Feira de Santana, na BA",G1,1,https://g1.globo.com/ba/bahia/noticia/2023/04/24/homem-com-mandados-de-prisao-em-aberto-e-preso-na-micareta-de-feira-de-santana-na-ba.ghtml
Cantor ASKA é preso por porte de drogas,Alternativa Online,1,https://alternativa.co.jp/noticias/japao/23309/cantor-aska-e-preso-por-porte-de-drogas/
MEC otimiza processo de homologação,Alternativa Online,1,https://alternativa.co.jp/noticias/comunidade/20704/mec-otimiza-processo-de-homologacao/
Suspeito de tentativa de incêndio em estátua de loja Havan de Natal é identificado,Agora RN,1,https://agorarn.com.br/ultimas/suspeito-de-tentativa-de-incendio-em-estatua-de-loja-havan-identificado/
Marca cancela campanha do 'mimimi' e Preta Gil comenta erro,Exame,1,https://exame.com/marketing/marca-cancela-campanha-do-mimimi-e-preta-gil-comenta-erro/
Negritudes: Magic Johnson relembra detalhes de diagnóstico de HIV e diz que 'não sabia o que poderia acontecer',Globo,1,https://g1.globo.com/fantastico/noticia/2024/09/01/negritudes-magic-johnson.ghtml
STF garante atendimento a pessoas trans no Sistema Único de Saúde,Agência Brasil,1,https://agenciabrasil.ebc.com.br/radioagencia-nacional/direitos-humanos/audio/2024-06/stf-garante-atendimento-pessoas-trans-no-sistema-unico-de-saude
Fundação Palmares certifica comunidade quilombola no Ceará,Agência Brasil,1,https://agenciabrasil.ebc.com.br/geral/noticia/2024-03/fundacao-palmares-certifica-comunidade-quilombola-no-ceara
Israel usa tecnologia de reconhecimento facial para monitorar palestinos,Aventuras na História,1,https://aventurasnahistoria.com.br/noticias/historia-hoje/israel-usa-tecnologia-de-reconhecimento-facial-para-monitorar-palestinos.phtml
Governo institui Plano Nacional de Políticas para Povos Ciganos,Agência Brasil,1,https://agenciabrasil.ebc.com.br/geral/noticia/2024-08/governo-institui-plano-nacional-de-politicas-para-povos-ciganos
Sistema de reconhecimento facial para detentos é implantado no Presídio Floramar em Divinópolis,G1,1,https://g1.globo.com/mg/centro-oeste/noticia/2019/06/10/sistema-de-reconhecimento-facial-para-detentos-e-implantado-no-presidio-floramar-em-divinopolis.ghtml
Ministro da Presidência identifica “mudança na comunidade política” com a entrada de um milhão de imigrantes,Expresso,1,https://expresso.pt/politica/2025-10-30-ministro-da-presidencia-identifica-mudanca-na-comunidade-politica-com-a-entrada-de-um-milhao-de-imigrantes-8cb907e1
"Após receber resultado positivo falso de HIV, paciente acusa unidade de saúde de São Luís de utilizar teste rápido com a validade vencida",G1,1,https://g1.globo.com/ma/maranhao/noticia/2023/08/05/apos-receber-resultado-positivo-falso-de-hiv-paciente-acusa-unidade-de-saude-de-sao-luis-de-utilizar-teste-rapido-com-a-validade-vencida.ghtml
Brasil pede desculpas e reconhece que violou direitos de quilombolas por implantação do Centro de Lançamento de Alcântara,G1,1,https://g1.globo.com/ma/maranhao/noticia/2023/04/27/brasil-pede-desculpas-e-reconhece-que-violou-direitos-de-comunidades-quilombolas-por-implantacao-do-centro-de-lancamento-de-alcantara.ghtml
Flex não reconhece combustível: isso realmente acontece?,AutoPapo,1,https://autopapo.com.br/noticia/flex-nao-reconhece-combustivel/
"Biometria facial em ônibus já bloqueou mais de 5,5 mil carteiras",G1,1,https://g1.globo.com/ma/maranhao/noticia/2014/10/biometria-facial-em-onibus-ja-bloqueou-mais-de-5-mil-carteiras-no-ma.html
Regresso dos TACV aos voos domésticos é reconhecimento do erro cometido pelo Governo,Expresso das Ilhas,1,https://expressodasilhas.cv/politica/2024/02/28/regresso-dos-tacv-aos-voos-domesticos-e-reconhecimento-do-erro-cometido-pelo-governo/90188
Operação policial gigante ocupa 10 comunidades na Zona Oeste do Rio,A Tribuna RJ,1,https://atribunarj.com.br/materia/operacao-gigante-da-policia-ocupa-10-comunidades-na-zona-oeste-do-rio
Reconhecimento facial já prendeu 250 foragidos no Espírito Santo,G1,1,https://g1.globo.com/jornal-nacional/noticia/2025/07/21/reconhecimento-facial-prisoes-espirito-santo.ghtml
Homem conhecido por fazer rituais de magia negra é preso após matar rival com anel,Extra online,1,https://extra.globo.com/casos-de-policia/homem-conhecido-por-fazer-rituais-de-magia-negra-preso-apos-matar-rival-com-anel-16003752.html
"'Horrível ficar cara a cara com ele', diz modelo trans ao reconhecer suspeito de espancá-la",Extra online,1,https://extra.globo.com/casos-de-policia/horrivel-ficar-cara-cara-com-ele-diz-modelo-trans-ao-reconhecer-suspeito-de-espanca-la-24596644.html
Justiça nega alvará de soltura de produtor preso após reconhecimento por foto,Extra online,1,https://extra.globo.com/casos-de-policia/justica-nega-alvara-de-soltura-de-produtor-preso-apos-reconhecimento-por-foto-24685125.html
"Favela-Bairro, 30 anos: legado do programa desaparece aos poucos",Agência Brasil,1,https://agenciabrasil.ebc.com.br/geral/noticia/2024-03/favela-bairro-30-anos-legado-do-programa-desaparece-aos-poucos
"A cada 100 mortos pela polícia em 2022, 65 eram negros, mostra estudo",Agência Brasil,1,https://agenciabrasil.ebc.com.br/geral/noticia/2023-11/cada-100-mortos-pela-policia-em-2022-65-eram-negros-mostra-estudo
RJ: lei impede reconhecimento fotográfico como única prova de crime,Agência Brasil,1,https://agenciabrasil.ebc.com.br/geral/noticia/2023-10/rj-nova-lei-impede-prisao-apenas-por-reconhecimento-fotografico
"Preso, garoto de programa teria usado corpo de idoso para acessar app de banco, alega polícia",Aventuras na História,1,https://aventurasnahistoria.com.br/noticias/historia-hoje/policia-prende-garoto-de-programa-suspeito-de-matar-homem-em-goiania.phtml
Artigo: Inovação e Inteligência Artificial a favor do participante – Por Daniel Swerts*,Abrapp,1,https://blog.abrapp.org.br/blog/artigo-inovacao-e-inteligencia-artificial-a-favor-do-participante-por-daniel-swerts/
"Artigo: A integração de processo antifraude ao reconhecimento e pagamento de benefícios sociais – Por Saulo Milhomem*, da Dataprev – Blog Abrapp Em Foco",Abrapp,1,https://blog.abrapp.org.br/blog/artigo-a-integracao-de-processo-antifraude-ao-reconhecimento-e-pagamento-de-beneficios-sociais-por-saulo-milhomem-da-dataprev/
Futuro da pecuária e do bem-estar animal está na cara do gado,BeefPoint,1,https://beefpoint.com.br/futuro-da-pecuaria-e-do-bem-estar-animal-esta-na-cara-do-gado/
Servidor é exonerado do INSS em Juiz de Fora por fraudar sistema de cotas em concurso público,G1,1,https://g1.globo.com/mg/zona-da-mata/noticia/2019/06/10/servidor-e-exonerado-do-inss-em-juiz-de-fora-por-fraudar-sistema-de-cotas-em-concurso-publico.ghtml
Latam adota reconhecimento facial para recuperar conta de usuário,Portal Aviação Brasil,1,https://aviacaobrasil.com.br/latam-adota-reconhecimento-facial-para-recuperar-conta-de-usuario/
A luta do povo negro é uma luta da classe trabalhadora,Jornal A Verdade,1,https://averdade.org.br/2024/11/povo-negro-classe-trabalhadora/
Sistema de reconhecimento facial com IA identifica 28 foragidos em seis meses em Uberlândia,G1,1,https://g1.globo.com/mg/triangulo-mineiro/noticia/2025/12/16/sistema-de-reconhecimento-facial-com-ia-identifica-28-foragidos-em-seis-meses-em-uberlandia.ghtml
Polícia Militar prende mais de 400 pessoas durante carnaval no Rio,Agência Brasil,1,https://agenciabrasil.ebc.com.br/geral/noticia/2025-03/policia-militar-prende-mais-de-400-pessoas-durante-carnaval-no-rio
Mais de mil cartões de estudantes são suspensos por fraude no uso da Tarifa Zero em Uberlândia,G1,1,https://g1.globo.com/mg/triangulo-mineiro/noticia/2025/06/04/mais-de-mil-cartoes-de-estudantes-sao-suspensos-por-fraude-no-uso-da-tarifa-zero-em-uberlandia.ghtml
Aunt Jemima: marca considerada racista é aposentada nos EUA,Exame,1,https://exame.com/negocios/aunt-jemima-marca-considerada-racista-e-aposentada-nos-eua/
Polícia Civil identifica em Uberlândia integrante de grupo neonazista que ofendeu ativista negra do Espírito Santo,G1,1,https://g1.globo.com/mg/triangulo-mineiro/noticia/2022/05/25/policia-civil-identifica-em-uberlandia-integrante-de-grupo-neonazista-que-ofendeu-ativista-negra-do-espirito-santo.ghtml
Cinco comunidades quilombolas são certificadas pela Fundação Palmares,Agência Brasil,1,https://agenciabrasil.ebc.com.br/geral/noticia/2023-08/cinco-comunidades-quilombolas-sao-certificadas-pela-fundacao-palmares
Grupo de trabalho busca solução para terras quilombolas de Alcântara,Agência Brasil,1,https://agenciabrasil.ebc.com.br/geral/noticia/2023-08/grupo-de-trabalho-busca-solucao-para-terras-quilombolas-de-alcantara
Comedouro high tech para gatos tem até reconhecimento facial,Exame,1,https://exame.com/tecnologia/comedouro-high-tech-para-gatos-tem-ate-reconhecimento-facial/
Como o FBI usou reconhecimento facial para achar invasor do Capitólio,Exame,1,https://exame.com/tecnologia/como-o-fbi-usou-reconhecimento-facial-para-achar-invasor-do-capitolio/
INSS explica o que muda na prova de vida para garantir pagamento de aposentadorias e pensões,Excelência Notícias,1,https://excelencianoticias.com.br/2022/02/07/inss-explica-o-que-muda-na-prova-de-vida-para-garantir-pagamento-de-aposentadorias-e-pensoes/
Sendero Luminoso quer nova face 20 anos após prisão de líder,Exame,1,https://exame.com/mundo/sendero-luminoso-quer-nova-face-20-anos-apos-prisao-de-lider/
"A era da autorregulação das big techs acabou, diz Joy Buolamwini",Fast Company Brasil,1,https://fastcompanybrasil.com/eventos/sxsw2024/a-era-da-autorregulacao-das-big-techs-acabou-diz-joy-buolamwini/
Atlético x Inter: biometria facial na Arena MRV,Clube Atlético Mineiro,1,https://atletico.com.br/biometria-facial-na-arena-mrv/
"Moradores relatam tiroteio na comunidade da Serrinha, em Madureira",Extra online,1,https://extra.globo.com/casos-de-policia/moradores-relatam-tiroteio-na-comunidade-da-serrinha-em-madureira-23484391.html
Lary Bottino se desculpa por ir para balada após teste de Covid positivo: 'Fica de lição para mim',Extra online,1,https://extra.globo.com/tv-e-lazer/lary-bottino-se-desculpa-por-ir-para-balada-apos-teste-de-covid-positivo-fica-de-licao-para-mim-25292082.html
Personagem de Heslaine Vieira viverá romance com uma mulher na segunda temporada da série ‘As five’,Extra online,1,https://extra.globo.com/tv-e-lazer/telinha/personagem-de-heslaine-vieira-vivera-romance-com-uma-mulher-na-segunda-temporada-da-serie-as-five-rv1-1-25649414.html
"Ferragista denuncia que foi vítima de golpe e teve mais de R$ 90 mil tirados da conta por PIX, em Anápolis",G1,1,https://g1.globo.com/go/goias/noticia/2022/03/19/ferragista-denuncia-que-foi-vitima-de-golpe-e-teve-mais-de-r-90-mil-transferidos-da-conta-em-anapolis.ghtml
Redemob implanta biometria facial para o uso do Passe Livre Estudantil na Grande Goiânia,G1,1,https://g1.globo.com/go/goias/noticia/2021/10/05/redemob-implanta-biometria-facial-para-o-uso-do-passe-livre-estudantil-na-grande-goiania.ghtml
"Bilionário libanês, sogro da filha de Trump, pode ser o novo articulador dos EUA no Oriente Médio",G1,1,https://g1.globo.com/globonews/globonews-em-pauta/noticia/2024/11/11/bilionario-libanes-sogro-da-filha-de-trump-pode-ser-o-novo-articulador-dos-eua-no-oriente-medio.ghtml
Artistas participam de manifestações contra o racismo no Brasil,Arte Que Acontece,1,https://artequeacontece.com.br/artistas-participam-de-manifestacoes-contra-o-racismo-no-brasil/
Conheça as propostas dos candidatos à Presidência para população LGBT,Agência Brasil,1,https://agenciabrasil.ebc.com.br/politica/noticia/2014-10/conheca-propostas-dos-candidatos-presidencia-para-populacao-lgbt
Witzel diz que crime organizado do Rio se comporta como terrorista,Agência Brasil,1,https://agenciabrasil.ebc.com.br/politica/noticia/2018-12/witzel-diz-que-crime-organizado-do-rio-age-como-terroristas
Manuela Dias conta o que está por trás de 'Justiça 2': 'Existe uma ideologia nesse formato',UOL,1,https://f5.folha.uol.com.br/televisao/2024/04/manuela-dias-conta-o-que-esta-por-tras-de-justica-2-existe-uma-ideologia-nesse-formato.shtml
Feriado 20 Novembro: Consciência Negra no Brasil,Fala Regional,1,https://falaregional.com.br/feriado-20-novembro-consciencia-negra-no-brasil.html
Relatório mostra que um em cada três países do mundo sofre violações de liberdade religiosa,Arquidiocese de Mariana,1,https://arqmariana.com.br/noticia/relatorio-mostra-que-um-em-cada-tres-paises-do-mundo-sofre-violacoes-de-liberdade-religiosa/
"Candidaturas afro-religiosas são reação à violência, diz estudo",Agência Brasil,1,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/candidaturas-afro-religiosas-sao-reacao-violencia-diz-estudo
Sistema de vigilância da China vai além de Xinjiang e é hoje uma preocupação global,A Referência,1,https://areferencia.com/africa/eficiente-em-xinjiang-sistema-de-vigilancia-da-china-tornou-se-preocupacao-global/
"Com mandados em aberto, homens são presos no São João do Parque de Exposições",Aratu On,1,https://aratuon.com.br/cidade/com-mandados-em-aberto-homens-sao-presos-no-sao-joao-do-parque-de-exposicoes/
Prêmio André Braz traz reconhecimento pela luta contra as desigualdades raciais,Prefeitura de Araraquara,1,https://araraquara.sp.gov.br/premio-andre-braz-traz-reconhecimento-pela-luta-contra-as-desigualdades-raciais
'Ele é cria da comunidade': esposa de MC Poze defende cantor após declaração de facção no prontuário da prisão,Extra online,1,https://extra.globo.com/rio/casos-de-policia/noticia/2025/05/ele-e-cria-da-comunidade-esposa-de-mc-poze-defende-cantor-apos-declaracao-de-faccao-no-prontuario-da-prisao.ghtml
"Garoto de programa preso por matar arquiteto fez selfie no espelho da casa da vítima após matá-la, diz polícia",G1,1,https://g1.globo.com/go/goias/noticia/2023/09/27/garoto-de-programa-preso-por-matar-arquiteto-fez-selfie-no-espelho-da-casa-da-vitima-apos-mata-la-diz-policia.ghtml
Professor Samuel Vida analisa força da cidadania negra,A TARDE,1,https://atarde.com.br/colunistas/atardememoria/professor-samuel-vida-analisa-forca-da-cidadania-negra-1206508
"Mensagem 'bla, bla, bla' em laudo que negava auxílio-doença a serralheiro foi ‘falha no sistema’, diz Previdência Social",G1,1,https://g1.globo.com/go/goias/noticia/2024/05/18/mensagem-bla-bla-bla-em-laudo-que-negava-auxilio-doenca-a-serralheiro-foi-falha-no-sistema-diz-previdencia-social.ghtml
Entenda como funciona e quais as críticas à eleição na Venezuela,Agência Brasil,1,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-07/entenda-como-funciona-e-quais-criticas-eleicao-da-venezuela
Rússia denuncia ataque de Kiev em grande escala,Agência Brasil,1,https://agenciabrasil.ebc.com.br/internacional/noticia/2025-10/russia-denuncia-ataque-de-kiev-em-grande-escala
Atlético x Flamengo: ingressos para a Copa do Brasil,Clube Atlético Mineiro,1,https://atletico.com.br/atletico-x-flamengo-ingressos-para-a-copa-do-brasil/
Mulher de Celsinho da Vila Vintém é presa pela Polícia Civil com ajuda de um caveirão,Extra online,1,https://extra.globo.com/casos-de-policia/mulher-de-celsinho-da-vila-vintem-presa-pela-policia-civil-com-ajuda-de-um-caveirao-23920776.html
Reconhecimento facial em câmeras irá identificar torcedores em estádios,Extra online,1,https://extra.globo.com/casos-de-policia/reconhecimento-facial-em-cameras-ira-identificar-torcedores-em-estadios-5896012.html
INSS faz alerta de golpe em ligações para aposentados; fique atento,Extra online,1,https://extra.globo.com/economia-e-financas/inss-faz-alerta-de-golpe-em-ligacoes-para-aposentados-fique-atento-25139282.html
Reconhecimento facial passa a ser usado em 14 aeroportos,G1,1,https://g1.globo.com/jornal-nacional/noticia/2016/07/reconhecimento-facial-passa-ser-usado-em-14-aeroportos.html
PM terá câmeras de reconhecimento facial no réveillon do Rio,Agência Brasil,1,https://agenciabrasil.ebc.com.br/geral/noticia/2025-12/pm-tera-no-reveillon-do-rio-cameras-de-reconhecimento-facial
Ministério da Justiça conclui análise de 100 mil pedidos de refúgio,Agência Brasil,1,https://agenciabrasil.ebc.com.br/justica/noticia/2020-12/ministerio-da-justica-conclui-analise-de-100-mil-pedidos-de-refugio
Paraíso turístico vira foco de disputa de divisa entre GO e TO após erro em mapa dos anos 70,G1,1,https://g1.globo.com/go/goias/noticia/2025/12/13/paraiso-turistico-vira-foco-de-disputa-de-divisa-entre-go-e-to-apos-erro-em-mapa-dos-anos-70.ghtml
Vitória implanta Reconhecimento Facial e coloca à disposição da SSP,A TARDE,1,https://atarde.com.br/esportes/esportesvitoria/vitoria-implanta-reconhecimento-facial-e-coloca-a-disposicao-da-ssp-1242160
"Alvo de racismo, namorado de youtuber desabafa em vídeo: ‘Estou descobrindo minha identidade’",Extra online,1,https://extra.globo.com/noticias/brasil/alvo-de-racismo-namorado-de-youtuber-desabafa-em-video-estou-descobrindo-minha-identidade-18410798.html
Aluno aprovado por cotas é barrado em banca da UFG por não ser considerado pardo: 'houve a alegação de que eu tenho cabelo liso e pele clara',G1,1,https://g1.globo.com/go/goias/noticia/2025/03/19/aluno-aprovado-por-cotas-e-barrado-em-banca-da-ufg-por-nao-ser-considerado-pardo-houve-a-alegacao-de-que-eu-tenho-cabelo-liso-e-pele-clara.ghtml
Bilhete Único de ônibus intermunicipal no Rio terá biometria facial,Extra online,1,https://extra.globo.com/noticias/rio/bilhete-unico-de-onibus-intermunicipal-no-rio-tera-biometria-facial-18259773.html
Detran começa a autorizar compra e venda de veículos por meio de aplicativo,Extra online,1,https://extra.globo.com/noticias/rio/detran-comeca-autorizar-compra-venda-de-veiculos-por-meio-de-aplicativo-25522024.html
"Em sabatina, Gonet comenta cotas raciais e direitos da população LGBT+",Agência Brasil,1,https://agenciabrasil.ebc.com.br/justica/noticia/2023-12/em-sabatina-gonet-comenta-cotas-raciais-e-direitos-da-populacao-lgbt
INSS começa a exigir hoje biometria facial para liberar empréstimo consignado a aposentados,Extra online,1,https://extra.globo.com/economia/noticia/2025/05/inss-comeca-a-exigir-hoje-biometria-facial-para-liberar-emprestimo-consignado-a-aposentados.ghtml
Maria Rita Kehl é ‘cancelada’ após criticar identitários,Diário Causa Operária,1,https://causaoperaria.org.br/2025/maria-rita-kehl-e-cancelada-apos-criticar-identitarios/
Como tecnologias podem reforçar preconceitos - ou atuar a favor da diversidade e inclusão,Época Negócios,1,https://epocanegocios.globo.com/colunas/Na-Fronteir/noticia/2022/05/como-tecnologias-podem-reforcar-preconceitos-ou-atuar-favor-da-diversidade-e-inclusao.html
"Em 19 anos, população negra nos presídios cresce mais de 500% no Brasil",Alma Preta Jornalismo,1,https://almapreta.com.br/sessao/cotidiano/em-19-anos-populacao-negra-nos-presidios-cresce-mais-de-500-no-brasil/
"Aline Bardy Dutra, a Esquerdogata, perde milhares de seguidores após prisão por xingar e desacatar PMs em Ribeirão Preto, SP",G1,1,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2025/10/28/esquerdogata-perde-milhares-de-seguidores-apos-prisao-por-xingar-e-desacatar-pms-em-ribeirao-preto-sp.ghtml
Conselho da Comunidade Negra repudia ataques racistas à prefeita eleita de Bauru: 'Acaba nos matando',G1,1,https://g1.globo.com/sp/bauru-marilia/noticia/2020/12/01/conselho-da-comunidade-negra-repudia-ataques-racistas-a-prefeita-eleita-de-bauru-acaba-nos-matando.ghtml
“O Islão em Angola já é uma realidade”,Rede Angola,1,http://m.redeangola.info/especiais/o-islao-em-angola-ja-e-uma-realidade-e-nao-tem-como-ofuscar-a-sua-existencia/
"Aos 68 anos, homem negro que passou 44 anos preso por crime que não cometeu fecha acordo de R$ 130 milhões e recebe pedido público de desculpas",CPG Click Petróleo e Gás,1,https://clickpetroleoegas.com.br/aos-68-anos-homem-negro-que-passou-44-anos-preso-por-crime-que-nao-cometeu-fecha-acordo-de-r-130-milhoes-e-recebe-pedido-publico-de-desculpas-afch/
Câmeras instaladas no interior dos ônibus identificam fraudes na gratuidade,ACONTECE EM PETRÓPOLIS,1,https://aconteceempetropolis.com.br/2017/08/28/cameras-instaladas-no-interior-dos-onibus-identificam-fraudes-na-gratuidade/
"Governo cria novo programa e paga R$ 450 por mês para idosos trabalharem 16 horas por semana, ensinarem seus conhecimentos na comunidade e virarem 'chave' oficial contra preconceito e idadismo no Estado",CPG Click Petróleo e Gás,1,https://clickpetroleoegas.com.br/governo-cria-novo-programa-e-paga-r-450-por-mes-para-idosos-trabalharem-16-horas-por-semana-ensinarem-seus-conhecimentos-na-comunidade-btl96/
Botucatuense desenvolve pesquisa na Unesp de Bauru que identifica pessoas após a morte,Acontece Botucatu,1,https://acontecebotucatu.com.br/educacao/botucatuense-desenvolve-pesquisa-na-unesp-de-bauru-que-identifica-pessoas-apos-morte/
"Prova para processo seletivo da Educação de Macaé acontece neste domingo, 21, na Cidade Universitária",Clique Diário,1,https://cliquediario.com.br/politica/prova-para-processo-seletivo-da-educacao-de-macae-acontece-neste-domingo-21-na-cidade-universitaria
"Stenio Garcia testa positivo para Covid-19 mesmo após ser vacinado, afirma esposa",Diário do Nordeste,1,https://diariodonordeste.verdesmares.com.br/entretenimento/zoeira/stenio-garcia-testa-positivo-para-covid-19-mesmo-apos-ser-vacinado-afirma-esposa-1.3072478
Vereador de Santa Cruz do Rio Pardo é denunciado por dizer supostas frases com teor homofóbico em entrevista para rádio; ouça,G1,1,https://g1.globo.com/sp/bauru-marilia/noticia/2024/11/04/vereador-de-santa-cruz-do-rio-pardo-e-denunciado-por-dizer-supostas-frases-com-teor-homofobico-em-entrevista-para-radio.ghtml
Suspeito diz que idosa ofereceu R$ 1 mil para ver motorista do Uber morto,G1,1,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2017/01/suspeito-diz-que-idosa-ofereceu-r-1-mil-para-ver-motorista-do-uber-morto.html
Identidade e Preconceito,Rede Angola,1,http://m.redeangola.info/opiniao/identidade-e-preconceito/
STF determina que governo federal elabore plano para melhorar sistema prisional,Conectas,1,https://conectas.org/noticias/stf-determina-que-governo-federal-elabore-plano-para-melhorar-sistema-prisional/
Voltemos aos processos de recredenciamento e renovação de reconhecimento,ABMES - Associação Brasileira de Mantenedoras de Ensino Superior,1,https://abmes.org.br/colunas/detalhe/1945/voltemos-aos-processos-de-recredenciamento-e-renovacao-de-reconhecimento
"Considerada racista na Europa, tradição que utiliza 'blackface' vira patrimônio cultural em Holambra",G1,1,https://g1.globo.com/sp/campinas-regiao/noticia/2019/09/27/considerada-racista-na-europa-tradicao-que-utiliza-blackface-vira-patrimonio-cultural-em-holambra.ghtml
Tiroteio no entorno do quilombo de Bombas escancara conflitos fundiários no Vale do Ribeira,Comissão Pastoral da Terra - CPT,1,https://cptnacional.org.br/2013/08/15/tiroteio-no-entorno-do-quilombo-de-bombas-escancara-conflitos-fundiarios-no-vale-do-ribeira/
"Campanha Água: Impactos sobre os povos indígenas, o meio ambiente e a implementação da UNDRIP",CIMI - Conselho Indigenista Missionário,1,https://cimi.org.br/2025/04/campanha-agua-povos-indigenas-undrip-forum-permanente-onu/
"'Novos' na sigla LGBT+, pansexuais e não binários relatam luta pelo reconhecimento: 'desconstruir os rótulos'",Globo,1,https://g1.globo.com/sp/campinas-regiao/noticia/2023/06/28/novos-na-sigla-lgbt-pansexuais-e-nao-binarios-relatam-luta-pelo-reconhecimento-desconstruir-os-rotulos.ghtml
Médica é investigada por uso indevido de cartão de crédito de colega durante plantão,Correio Sudoeste,1,https://correiosudoeste.com.br/noticia/8988/M%C3%A9dica-%C3%A9-investigada-por-uso-indevido-de-cart%C3%A3o-de-cr%C3%A9dito-de-colega-durante-plant%C3%A3o
Disney começa a testar tecnologia de reconhecimento facial no Magic Kingdom,Crypto ID,1,https://cryptoid.com.br/criptografia-identificacao-digital-id-biometria/disney-comeca-a-testar-tecnologia-de-reconhecimento-facial-no-magic-kingdom/
Cafundó resiste para sobreviver à modernidade,Correio,1,https://correio.rac.com.br/campinasermc/cafundo-resiste-para-sobreviver-a-modernidade-1.780252
Asfalto cede e carro fica preso em buraco em rua de Rio Preto,G1,1,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/videos-tem-noticias-1-edicao/video/asfalto-cede-e-carro-fica-preso-em-buraco-em-rua-de-rio-preto-7271081.ghtml
Entenda por que ninguém deveria se “fantasiar” de negro ou de índio,CLAUDIA - o sentido feminino,1,https://claudia.abril.com.br/cultura/entenda-por-que-ninguem-deveria-se-fantasiar-de-negro-ou-de-indio/
Meghan Markle é negra?,CLAUDIA - o sentido feminino,1,https://claudia.abril.com.br/cultura/meghan-markle-e-negra/
